product,date,price
product_0,2020-02-13,90.0
product_0,2020-02-14,90.0
product_0,2020-02-15,90.0
product_0,2020-02-16,90.0
product_0,2020-02-17,90.0
product_0,2020-02-18,90.0
product_0,2020-02-19,90.0
product_0,2020-02-20,90.0
product_0,2020-02-21,90.0
product_0,2020-02-22,90.0
product_0,2020-02-23,90.0
product_0,2020-02-24,90.0
product_0,2020-02-25,90.0
product_0,2020-02-26,90.0
product_0,2020-02-27,90.0
product_0,2020-02-28,90.0
product_0,2020-02-29,90.0
product_0,2020-03-01,90.0
product_0,2020-03-02,90.0
product_0,2020-03-03,90.0
product_0,2020-03-04,90.0
product_0,2020-03-05,90.0
product_0,2020-03-06,90.0
product_0,2020-03-07,90.0
product_0,2020-03-08,90.0
product_0,2020-03-09,90.0
product_0,2020-03-10,90.0
product_0,2020-03-11,90.0
product_0,2020-03-12,90.0
product_0,2020-03-13,90.0
product_0,2020-03-14,90.0
product_0,2020-03-15,90.0
product_0,2020-03-16,90.0
product_0,2020-03-17,90.0
product_0,2020-03-18,90.0
product_0,2020-03-19,90.0
product_0,2020-03-20,90.0
product_0,2020-03-21,90.0
product_0,2020-03-22,90.0
product_0,2020-03-23,90.0
product_0,2020-03-24,90.0
product_0,2020-03-25,90.0
product_0,2020-03-26,90.0
product_0,2020-03-27,90.0
product_0,2020-03-28,90.0
product_0,2020-03-29,90.0
product_0,2020-03-30,90.0
product_0,2020-03-31,90.0
product_0,2020-04-01,90.0
product_0,2020-04-02,90.0
product_0,2020-04-03,90.0
product_0,2020-04-04,90.0
product_0,2020-04-05,90.0
product_0,2020-04-06,90.0
product_0,2020-04-07,90.0
product_0,2020-04-08,90.0
product_0,2020-04-09,90.0
product_0,2020-04-10,90.0
product_0,2020-04-11,90.0
product_0,2020-04-12,90.0
product_0,2020-04-13,90.0
product_0,2020-04-14,90.0
product_0,2020-04-15,90.0
product_0,2020-04-16,90.0
product_0,2020-04-17,90.0
product_0,2020-04-18,90.0
product_0,2020-04-19,90.0
product_0,2020-04-20,90.0
product_0,2020-04-21,90.0
product_0,2020-04-22,90.0
product_0,2020-04-23,90.0
product_0,2020-04-24,90.0
product_0,2020-04-25,90.0
product_0,2020-04-26,90.0
product_0,2020-04-27,90.0
product_0,2020-04-28,90.0
product_0,2020-04-29,90.0
product_0,2020-04-30,90.0
product_0,2020-05-01,90.0
product_0,2020-05-02,90.0
product_0,2020-05-03,90.0
product_0,2020-05-04,90.0
product_0,2020-05-05,90.0
product_0,2020-05-06,90.0
product_0,2020-05-07,90.0
product_0,2020-05-08,90.0
product_0,2020-05-09,90.0
product_0,2020-05-10,90.0
product_0,2020-05-11,90.0
product_0,2020-05-12,90.0
product_0,2020-05-13,90.0
product_0,2020-05-14,90.0
product_0,2020-05-15,90.0
product_0,2020-05-16,90.0
product_0,2020-05-17,90.0
product_0,2020-05-18,90.0
product_0,2020-05-19,90.0
product_0,2020-05-20,90.0
product_0,2020-05-21,90.0
product_0,2020-05-22,90.0
product_0,2020-05-23,90.0
product_0,2020-05-24,90.0
product_0,2020-05-25,90.0
product_0,2020-05-26,90.0
product_0,2020-05-27,90.0
product_0,2020-05-28,90.0
product_0,2020-05-29,90.0
product_0,2020-05-30,90.0
product_0,2020-05-31,90.0
product_0,2020-06-01,90.0
product_0,2020-06-02,90.0
product_0,2020-06-03,90.0
product_0,2020-06-04,90.0
product_0,2020-06-05,90.0
product_0,2020-06-06,90.0
product_0,2020-06-07,90.0
product_0,2020-06-08,90.0
product_0,2020-06-09,90.0
product_0,2020-06-10,90.0
product_0,2020-06-11,90.0
product_0,2020-06-12,90.0
product_0,2020-06-13,90.0
product_0,2020-06-14,90.0
product_0,2020-06-15,90.0
product_0,2020-06-16,90.0
product_0,2020-06-17,90.0
product_0,2020-06-18,90.0
product_0,2020-06-19,90.0
product_0,2020-06-20,90.0
product_0,2020-06-21,90.0
product_0,2020-06-22,90.0
product_0,2020-06-23,90.0
product_0,2020-06-24,90.0
product_0,2020-06-25,90.0
product_0,2020-06-26,90.0
product_0,2020-06-27,90.0
product_0,2020-06-28,90.0
product_0,2020-06-29,90.0
product_0,2020-06-30,90.0
product_0,2020-07-01,90.0
product_0,2020-07-02,90.0
product_0,2020-07-03,90.0
product_0,2020-07-04,90.0
product_0,2020-07-05,90.0
product_0,2020-07-06,90.0
product_0,2020-07-07,90.0
product_0,2020-07-08,90.0
product_0,2020-07-09,90.0
product_0,2020-07-10,90.0
product_0,2020-07-11,90.0
product_0,2020-07-12,90.0
product_0,2020-07-13,90.0
product_0,2020-07-14,90.0
product_0,2020-07-15,90.0
product_0,2020-07-16,90.0
product_0,2020-07-17,90.0
product_0,2020-07-18,90.0
product_0,2020-07-19,90.0
product_0,2020-07-20,90.0
product_0,2020-07-21,90.0
product_0,2020-07-22,90.0
product_0,2020-07-23,90.0
product_0,2020-07-24,90.0
product_0,2020-07-25,90.0
product_0,2020-07-26,90.0
product_0,2020-07-27,90.0
product_0,2020-07-28,90.0
product_0,2020-07-29,90.0
product_0,2020-07-30,90.0
product_0,2020-07-31,90.0
product_0,2020-08-01,90.0
product_0,2020-08-02,90.0
product_0,2020-08-03,90.0
product_0,2020-08-04,90.0
product_0,2020-08-05,90.0
product_0,2020-08-06,90.0
product_0,2020-08-07,90.0
product_0,2020-08-08,90.0
product_0,2020-08-09,90.0
product_0,2020-08-10,90.0
product_0,2020-08-11,90.0
product_0,2020-08-12,90.0
product_0,2020-08-13,90.0
product_0,2020-08-14,90.0
product_0,2020-08-15,90.0
product_0,2020-08-16,90.0
product_0,2020-08-17,90.0
product_0,2020-08-18,90.0
product_0,2020-08-19,90.0
product_0,2020-08-20,90.0
product_0,2020-08-21,90.0
product_0,2020-08-22,90.0
product_0,2020-08-23,90.0
product_0,2020-08-24,90.0
product_0,2020-08-25,90.0
product_0,2020-08-26,90.0
product_0,2020-08-27,90.0
product_0,2020-08-28,90.0
product_0,2020-08-29,90.0
product_0,2020-08-30,90.0
product_0,2020-08-31,90.0
product_0,2020-09-01,90.0
product_0,2020-09-02,90.0
product_0,2020-09-03,90.0
product_0,2020-09-04,90.0
product_0,2020-09-05,90.0
product_0,2020-09-06,90.0
product_0,2020-09-07,90.0
product_0,2020-09-08,90.0
product_0,2020-09-09,90.0
product_0,2020-09-10,90.0
product_0,2020-09-11,90.0
product_0,2020-09-12,90.0
product_0,2020-09-13,90.0
product_0,2020-09-14,90.0
product_0,2020-09-15,90.0
product_0,2020-09-16,90.0
product_0,2020-09-17,90.0
product_0,2020-09-18,90.0
product_0,2020-09-19,90.0
product_0,2020-09-20,90.0
product_0,2020-09-21,90.0
product_0,2020-09-22,90.0
product_0,2020-09-23,90.0
product_0,2020-09-24,90.0
product_0,2020-09-25,90.0
product_0,2020-09-26,90.0
product_0,2020-09-27,90.0
product_0,2020-09-28,90.0
product_0,2020-09-29,90.0
product_0,2020-09-30,90.0
product_0,2020-10-01,90.0
product_0,2020-10-02,90.0
product_0,2020-10-03,90.0
product_0,2020-10-04,90.0
product_0,2020-10-05,90.0
product_0,2020-10-06,90.0
product_0,2020-10-07,90.0
product_0,2020-10-08,90.0
product_0,2020-10-09,90.0
product_0,2020-10-10,90.0
product_0,2020-10-11,90.0
product_0,2020-10-12,90.0
product_0,2020-10-13,90.0
product_0,2020-10-14,90.0
product_0,2020-10-15,90.0
product_0,2020-10-16,90.0
product_0,2020-10-17,90.0
product_0,2020-10-18,90.0
product_0,2020-10-19,90.0
product_0,2020-10-20,90.0
product_0,2020-10-21,90.0
product_0,2020-10-22,90.0
product_0,2020-10-23,90.0
product_0,2020-10-24,90.0
product_0,2020-10-25,90.0
product_0,2020-10-26,90.0
product_0,2020-10-27,90.0
product_0,2020-10-28,90.0
product_0,2020-10-29,90.0
product_0,2020-10-30,90.0
product_0,2020-10-31,90.0
product_0,2020-11-01,90.0
product_0,2020-11-02,90.0
product_0,2020-11-03,90.0
product_0,2020-11-04,90.0
product_0,2020-11-05,90.0
product_0,2020-11-06,90.0
product_0,2020-11-07,90.0
product_0,2020-11-08,90.0
product_0,2020-11-09,90.0
product_0,2020-11-10,90.0
product_0,2020-11-11,90.0
product_0,2020-11-12,90.0
product_0,2020-11-13,90.0
product_0,2020-11-14,90.0
product_0,2020-11-15,90.0
product_0,2020-11-16,90.0
product_0,2020-11-17,90.0
product_0,2020-11-18,90.0
product_0,2020-11-19,90.0
product_0,2020-11-20,90.0
product_0,2020-11-21,90.0
product_0,2020-11-22,90.0
product_0,2020-11-23,90.0
product_0,2020-11-24,90.0
product_0,2020-11-25,90.0
product_0,2020-11-26,90.0
product_0,2020-11-27,90.0
product_0,2020-11-28,90.0
product_0,2020-11-29,90.0
product_0,2020-11-30,90.0
product_0,2020-12-01,90.0
product_0,2020-12-02,90.0
product_0,2020-12-03,90.0
product_0,2020-12-04,90.0
product_0,2020-12-05,90.0
product_0,2020-12-06,90.0
product_0,2020-12-07,90.0
product_0,2020-12-08,90.0
product_0,2020-12-09,90.0
product_0,2020-12-10,90.0
product_0,2020-12-11,90.0
product_0,2020-12-12,90.0
product_0,2020-12-13,90.0
product_0,2020-12-14,90.0
product_0,2020-12-15,90.0
product_0,2020-12-16,90.0
product_0,2020-12-17,90.0
product_0,2020-12-18,90.0
product_0,2020-12-19,90.0
product_0,2020-12-20,90.0
product_0,2020-12-21,90.0
product_0,2020-12-22,90.0
product_0,2020-12-23,90.0
product_0,2020-12-24,90.0
product_0,2020-12-25,90.0
product_0,2020-12-26,90.0
product_0,2020-12-27,90.0
product_0,2020-12-28,90.0
product_0,2020-12-29,90.0
product_0,2020-12-30,90.0
product_0,2020-12-31,90.0
product_0,2021-01-01,90.0
product_0,2021-01-02,90.0
product_0,2021-01-03,90.0
product_0,2021-01-04,90.0
product_0,2021-01-05,90.0
product_0,2021-01-06,90.0
product_0,2021-01-07,90.0
product_0,2021-01-08,90.0
product_0,2021-01-09,90.0
product_0,2021-01-10,90.0
product_0,2021-01-11,90.0
product_0,2021-01-12,90.0
product_0,2021-01-13,90.0
product_0,2021-01-14,90.0
product_0,2021-01-15,90.0
product_0,2021-01-16,90.0
product_0,2021-01-17,90.0
product_0,2021-01-18,90.0
product_0,2021-01-19,90.0
product_0,2021-01-20,90.0
product_0,2021-01-21,90.0
product_0,2021-01-22,90.0
product_0,2021-01-23,90.0
product_0,2021-01-24,90.0
product_0,2021-01-25,90.0
product_0,2021-01-26,90.0
product_0,2021-01-27,90.0
product_0,2021-01-28,90.0
product_0,2021-01-29,90.0
product_0,2021-01-30,90.0
product_0,2021-01-31,90.0
product_0,2021-02-01,90.0
product_0,2021-02-02,90.0
product_0,2021-02-03,90.0
product_0,2021-02-04,90.0
product_0,2021-02-05,90.0
product_0,2021-02-06,90.0
product_0,2021-02-07,90.0
product_0,2021-02-08,90.0
product_0,2021-02-09,90.0
product_0,2021-02-10,90.0
product_0,2021-02-11,90.0
product_0,2021-02-12,90.0
product_0,2021-02-13,90.0
product_0,2021-02-14,90.0
product_0,2021-02-15,90.0
product_0,2021-02-16,90.0
product_0,2021-02-17,90.0
product_0,2021-02-18,90.0
product_0,2021-02-19,90.0
product_0,2021-02-20,90.0
product_0,2021-02-21,90.0
product_0,2021-02-22,90.0
product_0,2021-02-23,90.0
product_0,2021-02-24,90.0
product_0,2021-02-25,90.0
product_0,2021-02-26,90.0
product_0,2021-02-27,90.0
product_0,2021-02-28,90.0
product_0,2021-03-01,90.0
product_0,2021-03-02,90.0
product_0,2021-03-03,90.0
product_0,2021-03-04,90.0
product_0,2021-03-05,90.0
product_0,2021-03-06,90.0
product_0,2021-03-07,90.0
product_0,2021-03-08,90.0
product_0,2021-03-09,90.0
product_0,2021-03-10,90.0
product_0,2021-03-11,90.0
product_0,2021-03-12,90.0
product_0,2021-03-13,90.0
product_0,2021-03-14,90.0
product_0,2021-03-15,90.0
product_0,2021-03-16,90.0
product_0,2021-03-17,90.0
product_0,2021-03-18,90.0
product_0,2021-03-19,90.0
product_0,2021-03-20,90.0
product_0,2021-03-21,90.0
product_0,2021-03-22,90.0
product_0,2021-03-23,90.0
product_0,2021-03-24,90.0
product_0,2021-03-25,90.0
product_0,2021-03-26,90.0
product_0,2021-03-27,90.0
product_0,2021-03-28,90.0
product_0,2021-03-29,90.0
product_0,2021-03-30,90.0
product_0,2021-03-31,90.0
product_0,2021-04-01,90.0
product_0,2021-04-02,90.0
product_0,2021-04-03,90.0
product_0,2021-04-04,90.0
product_0,2021-04-05,90.0
product_0,2021-04-06,90.0
product_0,2021-04-07,90.0
product_0,2021-04-08,90.0
product_0,2021-04-09,90.0
product_0,2021-04-10,90.0
product_0,2021-04-11,90.0
product_0,2021-04-12,90.0
product_0,2021-04-13,90.0
product_0,2021-04-14,90.0
product_0,2021-04-15,90.0
product_0,2021-04-16,90.0
product_0,2021-04-17,90.0
product_0,2021-04-18,90.0
product_0,2021-04-19,90.0
product_0,2021-04-20,90.0
product_0,2021-04-21,90.0
product_0,2021-04-22,90.0
product_0,2021-04-23,90.0
product_0,2021-04-24,90.0
product_0,2021-04-25,90.0
product_0,2021-04-26,90.0
product_0,2021-04-27,90.0
product_0,2021-04-28,90.0
product_0,2021-04-29,90.0
product_0,2021-04-30,90.0
product_0,2021-05-01,90.0
product_0,2021-05-02,90.0
product_0,2021-05-03,90.0
product_0,2021-05-04,90.0
product_0,2021-05-05,90.0
product_0,2021-05-06,90.0
product_0,2021-05-07,90.0
product_0,2021-05-08,90.0
product_0,2021-05-09,90.0
product_0,2021-05-10,90.0
product_0,2021-05-11,90.0
product_0,2021-05-12,90.0
product_0,2021-05-13,90.0
product_0,2021-05-14,90.0
product_0,2021-05-15,90.0
product_0,2021-05-16,90.0
product_0,2021-05-17,90.0
product_0,2021-05-18,90.0
product_0,2021-05-19,90.0
product_0,2021-05-20,90.0
product_0,2021-05-21,90.0
product_0,2021-05-22,90.0
product_0,2021-05-23,90.0
product_0,2021-05-24,90.0
product_0,2021-05-25,90.0
product_0,2021-05-26,90.0
product_0,2021-05-27,90.0
product_0,2021-05-28,90.0
product_0,2021-05-29,90.0
product_0,2021-05-30,90.0
product_0,2021-05-31,90.0
product_0,2021-06-01,90.0
product_0,2021-06-02,90.0
product_0,2021-06-03,95.0
product_0,2021-06-04,95.0
product_0,2021-06-05,95.0
product_0,2021-06-06,95.0
product_0,2021-06-07,95.0
product_0,2021-06-08,95.0
product_0,2021-06-09,95.0
product_0,2021-06-10,95.0
product_0,2021-06-11,95.0
product_0,2021-06-12,95.0
product_0,2021-06-13,95.0
product_0,2021-06-14,95.0
product_0,2021-06-15,95.0
product_0,2021-06-16,95.0
product_0,2021-06-17,95.0
product_0,2021-06-18,95.0
product_0,2021-06-19,95.0
product_0,2021-06-20,95.0
product_0,2021-06-21,95.0
product_0,2021-06-22,95.0
product_0,2021-06-23,95.0
product_0,2021-06-24,95.0
product_0,2021-06-25,95.0
product_0,2021-06-26,95.0
product_0,2021-06-27,95.0
product_0,2021-06-28,95.0
product_0,2021-06-29,95.0
product_0,2021-06-30,95.0
product_0,2021-07-01,95.0
product_0,2021-07-02,95.0
product_0,2021-07-03,95.0
product_0,2021-07-04,95.0
product_0,2021-07-05,95.0
product_0,2021-07-06,95.0
product_0,2021-07-07,95.0
product_0,2021-07-08,95.0
product_0,2021-07-09,95.0
product_0,2021-07-10,95.0
product_0,2021-07-11,95.0
product_0,2021-07-12,95.0
product_0,2021-07-13,95.0
product_0,2021-07-14,95.0
product_0,2021-07-15,95.0
product_0,2021-07-16,95.0
product_0,2021-07-17,95.0
product_0,2021-07-18,95.0
product_0,2021-07-19,95.0
product_0,2021-07-20,95.0
product_0,2021-07-21,95.0
product_0,2021-07-22,95.0
product_0,2021-07-23,95.0
product_0,2021-07-24,95.0
product_0,2021-07-25,95.0
product_0,2021-07-26,95.0
product_0,2021-07-27,95.0
product_0,2021-07-28,95.0
product_0,2021-07-29,95.0
product_0,2021-07-30,95.0
product_0,2021-07-31,95.0
product_0,2021-08-01,95.0
product_0,2021-08-02,95.0
product_0,2021-08-03,95.0
product_0,2021-08-04,95.0
product_0,2021-08-05,95.0
product_0,2021-08-06,95.0
product_0,2021-08-07,95.0
product_0,2021-08-08,95.0
product_0,2021-08-09,95.0
product_0,2021-08-10,95.0
product_0,2021-08-11,95.0
product_0,2021-08-12,95.0
product_0,2021-08-13,95.0
product_0,2021-08-14,95.0
product_0,2021-08-15,95.0
product_0,2021-08-16,95.0
product_0,2021-08-17,95.0
product_0,2021-08-18,95.0
product_0,2021-08-19,95.0
product_0,2021-08-20,95.0
product_0,2021-08-21,95.0
product_0,2021-08-22,95.0
product_0,2021-08-23,95.0
product_0,2021-08-24,95.0
product_0,2021-08-25,95.0
product_0,2021-08-26,95.0
product_0,2021-08-27,95.0
product_0,2021-08-28,95.0
product_0,2021-08-29,95.0
product_0,2021-08-30,95.0
product_0,2021-08-31,95.0
product_0,2021-09-01,95.0
product_0,2021-09-02,95.0
product_0,2021-09-03,95.0
product_0,2021-09-04,95.0
product_0,2021-09-05,95.0
product_0,2021-09-06,95.0
product_0,2021-09-07,95.0
product_0,2021-09-08,95.0
product_0,2021-09-09,95.0
product_0,2021-09-10,95.0
product_0,2021-09-11,95.0
product_0,2021-09-12,95.0
product_0,2021-09-13,95.0
product_0,2021-09-14,95.0
product_0,2021-09-15,95.0
product_0,2021-09-16,95.0
product_0,2021-09-17,95.0
product_0,2021-09-18,95.0
product_0,2021-09-19,95.0
product_0,2021-09-20,95.0
product_0,2021-09-21,95.0
product_0,2021-09-22,95.0
product_0,2021-09-23,95.0
product_0,2021-09-24,95.0
product_0,2021-09-25,95.0
product_0,2021-09-26,95.0
product_0,2021-09-27,95.0
product_0,2021-09-28,95.0
product_0,2021-09-29,95.0
product_0,2021-09-30,95.0
product_0,2021-10-01,95.0
product_0,2021-10-02,95.0
product_0,2021-10-03,95.0
product_0,2021-10-04,95.0
product_0,2021-10-05,95.0
product_0,2021-10-06,95.0
product_0,2021-10-07,95.0
product_0,2021-10-08,95.0
product_0,2021-10-09,95.0
product_0,2021-10-10,95.0
product_0,2021-10-11,95.0
product_0,2021-10-12,95.0
product_0,2021-10-13,95.0
product_0,2021-10-14,95.0
product_0,2021-10-15,95.0
product_0,2021-10-16,95.0
product_0,2021-10-17,95.0
product_0,2021-10-18,95.0
product_0,2021-10-19,95.0
product_0,2021-10-20,95.0
product_0,2021-10-21,95.0
product_0,2021-10-22,95.0
product_0,2021-10-23,95.0
product_0,2021-10-24,95.0
product_0,2021-10-25,95.0
product_0,2021-10-26,95.0
product_0,2021-10-27,95.0
product_0,2021-10-28,95.0
product_0,2021-10-29,95.0
product_0,2021-10-30,95.0
product_0,2021-10-31,95.0
product_0,2021-11-01,95.0
product_0,2021-11-02,95.0
product_0,2021-11-03,95.0
product_0,2021-11-04,95.0
product_0,2021-11-05,95.0
product_0,2021-11-06,95.0
product_0,2021-11-07,95.0
product_0,2021-11-08,95.0
product_0,2021-11-09,95.0
product_0,2021-11-10,95.0
product_0,2021-11-11,95.0
product_0,2021-11-12,95.0
product_0,2021-11-13,95.0
product_0,2021-11-14,95.0
product_0,2021-11-15,95.0
product_0,2021-11-16,95.0
product_0,2021-11-17,95.0
product_0,2021-11-18,95.0
product_0,2021-11-19,95.0
product_0,2021-11-20,95.0
product_0,2021-11-21,95.0
product_0,2021-11-22,95.0
product_0,2021-11-23,95.0
product_0,2021-11-24,95.0
product_0,2021-11-25,95.0
product_0,2021-11-26,95.0
product_0,2021-11-27,95.0
product_0,2021-11-28,95.0
product_0,2021-11-29,95.0
product_0,2021-11-30,95.0
product_0,2021-12-01,95.0
product_0,2021-12-02,95.0
product_0,2021-12-03,95.0
product_0,2021-12-04,95.0
product_0,2021-12-05,95.0
product_0,2021-12-06,95.0
product_0,2021-12-07,95.0
product_0,2021-12-08,95.0
product_0,2021-12-09,95.0
product_0,2021-12-10,95.0
product_0,2021-12-11,95.0
product_0,2021-12-12,95.0
product_0,2021-12-13,95.0
product_0,2021-12-14,95.0
product_0,2021-12-15,95.0
product_0,2021-12-16,95.0
product_0,2021-12-17,95.0
product_0,2021-12-18,95.0
product_0,2021-12-19,95.0
product_0,2021-12-20,95.0
product_0,2021-12-21,95.0
product_0,2021-12-22,95.0
product_0,2021-12-23,95.0
product_0,2021-12-24,95.0
product_0,2021-12-25,95.0
product_0,2021-12-26,95.0
product_0,2021-12-27,95.0
product_0,2021-12-28,95.0
product_0,2021-12-29,95.0
product_0,2021-12-30,95.0
product_0,2021-12-31,95.0
product_0,2022-01-01,95.0
product_0,2022-01-02,95.0
product_0,2022-01-03,95.0
product_0,2022-01-04,95.0
product_0,2022-01-05,95.0
product_0,2022-01-06,95.0
product_0,2022-01-07,95.0
product_0,2022-01-08,95.0
product_0,2022-01-09,95.0
product_0,2022-01-10,95.0
product_0,2022-01-11,95.0
product_0,2022-01-12,95.0
product_0,2022-01-13,95.0
product_0,2022-01-14,95.0
product_0,2022-01-15,95.0
product_0,2022-01-16,95.0
product_0,2022-01-17,95.0
product_0,2022-01-18,95.0
product_0,2022-01-19,95.0
product_0,2022-01-20,95.0
product_0,2022-01-21,95.0
product_0,2022-01-22,95.0
product_0,2022-01-23,95.0
product_0,2022-01-24,95.0
product_0,2022-01-25,95.0
product_0,2022-01-26,95.0
product_0,2022-01-27,95.0
product_0,2022-01-28,95.0
product_0,2022-01-29,95.0
product_0,2022-01-30,95.0
product_0,2022-01-31,95.0
product_0,2022-02-01,95.0
product_0,2022-02-02,95.0
product_0,2022-02-03,95.0
product_0,2022-02-04,95.0
product_0,2022-02-05,95.0
product_0,2022-02-06,95.0
product_0,2022-02-07,95.0
product_0,2022-02-08,95.0
product_0,2022-02-09,95.0
product_0,2022-02-10,95.0
product_0,2022-02-11,95.0
product_0,2022-02-12,95.0
product_0,2022-02-13,95.0
product_0,2022-02-14,95.0
product_0,2022-02-15,95.0
product_0,2022-02-16,95.0
product_0,2022-02-17,95.0
product_0,2022-02-18,95.0
product_0,2022-02-19,95.0
product_0,2022-02-20,95.0
product_0,2022-02-21,95.0
product_0,2022-02-22,95.0
product_0,2022-02-23,95.0
product_0,2022-02-24,95.0
product_0,2022-02-25,95.0
product_0,2022-02-26,95.0
product_0,2022-02-27,95.0
product_0,2022-02-28,95.0
product_0,2022-03-01,95.0
product_0,2022-03-02,95.0
product_0,2022-03-03,95.0
product_0,2022-03-04,95.0
product_0,2022-03-05,95.0
product_0,2022-03-06,95.0
product_0,2022-03-07,95.0
product_0,2022-03-08,95.0
product_0,2022-03-09,95.0
product_0,2022-03-10,95.0
product_0,2022-03-11,95.0
product_0,2022-03-12,95.0
product_0,2022-03-13,95.0
product_0,2022-03-14,95.0
product_0,2022-03-15,95.0
product_0,2022-03-16,95.0
product_0,2022-03-17,95.0
product_0,2022-03-18,95.0
product_0,2022-03-19,95.0
product_0,2022-03-20,95.0
product_0,2022-03-21,95.0
product_0,2022-03-22,95.0
product_0,2022-03-23,95.0
product_0,2022-03-24,95.0
product_0,2022-03-25,95.0
product_0,2022-03-26,95.0
product_0,2022-03-27,95.0
product_0,2022-03-28,95.0
product_0,2022-03-29,95.0
product_0,2022-03-30,95.0
product_0,2022-03-31,95.0
product_0,2022-04-01,95.0
product_0,2022-04-02,95.0
product_0,2022-04-03,95.0
product_0,2022-04-04,95.0
product_0,2022-04-05,95.0
product_0,2022-04-06,95.0
product_0,2022-04-07,95.0
product_0,2022-04-08,95.0
product_0,2022-04-09,95.0
product_0,2022-04-10,95.0
product_0,2022-04-11,95.0
product_0,2022-04-12,95.0
product_0,2022-04-13,95.0
product_0,2022-04-14,95.0
product_0,2022-04-15,95.0
product_0,2022-04-16,95.0
product_0,2022-04-17,95.0
product_0,2022-04-18,95.0
product_0,2022-04-19,95.0
product_0,2022-04-20,95.0
product_0,2022-04-21,95.0
product_0,2022-04-22,95.0
product_0,2022-04-23,95.0
product_0,2022-04-24,95.0
product_0,2022-04-25,95.0
product_0,2022-04-26,95.0
product_0,2022-04-27,95.0
product_0,2022-04-28,95.0
product_0,2022-04-29,95.0
product_0,2022-04-30,95.0
product_0,2022-05-01,95.0
product_0,2022-05-02,95.0
product_0,2022-05-03,95.0
product_0,2022-05-04,95.0
product_0,2022-05-05,95.0
product_0,2022-05-06,95.0
product_0,2022-05-07,95.0
product_0,2022-05-08,95.0
product_0,2022-05-09,95.0
product_0,2022-05-10,95.0
product_0,2022-05-11,95.0
product_0,2022-05-12,95.0
product_0,2022-05-13,95.0
product_0,2022-05-14,95.0
product_0,2022-05-15,95.0
product_0,2022-05-16,95.0
product_0,2022-05-17,95.0
product_0,2022-05-18,95.0
product_0,2022-05-19,95.0
product_0,2022-05-20,95.0
product_0,2022-05-21,95.0
product_0,2022-05-22,95.0
product_0,2022-05-23,95.0
product_0,2022-05-24,95.0
product_0,2022-05-25,95.0
product_0,2022-05-26,95.0
product_0,2022-05-27,95.0
product_0,2022-05-28,95.0
product_0,2022-05-29,95.0
product_0,2022-05-30,95.0
product_0,2022-05-31,95.0
product_0,2022-06-01,95.0
product_0,2022-06-02,95.0
product_0,2022-06-03,95.0
product_0,2022-06-04,95.0
product_0,2022-06-05,95.0
product_0,2022-06-06,95.0
product_0,2022-06-07,95.0
product_0,2022-06-08,95.0
product_0,2022-06-09,95.0
product_0,2022-06-10,95.0
product_0,2022-06-11,95.0
product_0,2022-06-12,95.0
product_0,2022-06-13,95.0
product_0,2022-06-14,95.0
product_0,2022-06-15,95.0
product_0,2022-06-16,95.0
product_0,2022-06-17,95.0
product_0,2022-06-18,95.0
product_0,2022-06-19,95.0
